codigo;ex;tipo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim;chave;versao;fonte
29269091;;0;"Adiponitrila (1,4-dicianobutano)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29269092;;0;"Cianidrina de acetona (acetona cianidrina)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29269093;;0;"Closantel";13.45;20.96;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29269095;;0;"Clorotalonil";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29269096;;0;"Cianoacrilatos de etila";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29269099;;0;"Outros compostos de funcao nitrila";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29270010;;0;"Compostos diazoicos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29270021;;0;"Azodicarbonamida";13.45;20.96;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29270029;;0;"Outros compostos azoicos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29270030;;0;"Compostos azoxicos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29280011;;0;"Metiletilacetoxima";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29280019;;0;"Outros acetoximas,seus derivados e sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29280020;;0;"Carbidopa";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29280030;;0;"2-hidrazinoetanol";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29280041;;0;"Fenilidrazina";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29280042;;0;"Derivados da fenilidrazina";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29280090;;0;"Outs.derivados organicos da hidrazina e hidroxilamina";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29291010;;0;"Diisocianato de difenilmetano";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29291021;;0;"Mistura de isomeros de diisocianatos de tolueno";13.45;16.42;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29291029;;0;"Outros diisocianatos de tolueno";13.45;20.96;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29291030;;0;"Isocianato de 3,4-diclorofenila";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29291090;;0;"Outros isocianatos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29299011;;0;"Acido ciclamico de sodio e seus sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29299012;;0;"Acido ciclamico de calcio e seus sais";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29299019;;0;"Outros acidos ciclamicos e seus sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29299021;;0;"Dialogenetos de n,n-dialquil-fosforoamidatos (...)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29299022;;0;"N,n-dialquil-fosforoamidatos de dialquila, (...)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29299029;;0;"Outros (n,n-dialquil-fosforamidas e seus derivados)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29299090;;0;"Outros compostos de funcoes nitrogenadas";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29301000;;0;"Produtos quimicos organicos Tiocompostos organicos 2 n n Dimetilamino etanotiol";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302011;;0;"Eptc (tiocarbamato)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302012;;0;"Cartap";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302013;;0;"Tiobencarb (dietiltiocarbamato de s-4-clorobenzila)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302019;;0;"Outros tiocarbamatos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302021;;0;"Ziram e dimetilditiocarbamato de sodio";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302022;;0;"Dietilditiocarbamato de zinco";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302023;;0;"Dibutilditiocarbamato de zinco";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302024;;0;"Metam sodio";13.45;20.96;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29302029;;0;"Outros ditiocarbamatos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29303011;;0;"Monossulfeto de tetrametiltiourama";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29303012;;0;"Sulfiram";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29303019;;0;"Outros monossulfetos de tiourama";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29303021;;0;"Thiram";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29303022;;0;"Dissulfiram";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29303029;;0;"Outros dissulfetos de tiourama";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29303090;;0;"Tetrassulfetos de tiourama";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29304010;;0;"Dl-metionina,teor de cinzas sulfatadas>0.1% em peso";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29304090;;0;"Outros metioninas";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29306000;;0;"2 (n,n dietilamino)etanotiol";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29307000;;0;"Sulfeto de bis(2 hidroxietila) (tiodiglicol (dci))";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29308010;;0;"Aldicarb";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29308020;;0;"Captafol";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29308030;;0;"Metamidofos";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309011;;0;"Acido tioglicolico e seus sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309012;;0;"Cisteina";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309013;;0;"N,n-dialquil-2-aminoetanotiol, com grupos .... , e seus sais protonados";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309019;;0;"Outros tiois,seus derivados e sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309021;;0;"Tioureia";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309022;;0;"Tiofanato-metila";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309023;;0;"4-metil-3-tiosemicarbazida";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309029;;0;"Outros tioamidas,seus derivados e sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309031;;0;"2-(etiltio)etanol com uma concentracao>=98%";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309032;;0;"3-(metiltio)propanal e aldicarb";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309033;;0;"Clorotioformiato de s-etila";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309034;;0;"Acido 2-hidroxi-4-(metiltio)butanoico e seu sal calcico";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309035;;0;"Metomil";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309036;;0;"Carbocisteina";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309037;;0;"4-sulfatoetilsulfonil-2,5-dimetoxianilina,etc.";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309039;;0;"Outros tioeteres,tioesteres,seus derivados e sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309041;;0;"O,o-dietil-fosforotioato de s-(2-)dietilamino) etila) e seus sais (...)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309042;;0;"Fosforoditioato de 0,0-dimetila s-(etc.)vamidotion";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309043;;0;"Fosforotioato de o-(4-bromo-s-clorofenila, etc) profenofos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309049;;0;"Outros (fosforotioatos,seus derivados e sais)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309051;;0;"Forato";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309052;;0;"Dissulfoton";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309053;;0;"Etion";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309054;;0;"Dimetoato";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309057;;0;"Tiometon";13.45;20.96;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309059;;0;"Outros fosforoditioatos,seus derivados e sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309061;;0;"Acefato";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309069;;0;"Outros fosforoamidotioatos,seus derivados e sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309071;;0;"Tiaprida";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309072;;0;"Bicalutamida";13.45;20.96;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309079;;0;"Outros sulfonas";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309081;;0;"Sulfeto de 2-cloroetila e de clorametila";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309082;;0;"Sulfeto de bis (2-cloroetila)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309083;;0;"Bis (2-cloroetiltio) metano";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309084;;0;"1,2-bis (2-cloroetiltio) etano";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309085;;0;"1,3-bis (2-cloroetiltio) n-propano";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309086;;0;"1,4-bis (2-cloroetiltio) n-butano";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309087;;0;"1,5-bis (2-cloroetiltio) n-pentano";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309088;;0;"Oxido de bis (2-cloroetiltiometila)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309089;;0;"Oxido de bis (2-cloroetiltioetila)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309091;;0;"Captan";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309093;;0;"Metileno-bis-tiocianato";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309094;;0;"Dimetiltiofosforamida";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309095;;0;"Etilditiofosfonato de o-etila e de s-fenila (fonofos)";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309096;;0;"Hidrogenio alquil (de c1 a c3) fosfonotioatos (...)";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309097;;0;"Outros compostos que apresentam um atomo de fosforo ligado (...)";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309098;;0;"Ditiocarbonatos (xantatos e xantogenatos)";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29309099;;0;"Outros tiocompostos organicos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29311000;;0;"Chumbo tetrametila e chumbo tetraetileno";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29312000;;0;"Compostos de tributilestanho";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314100;;0;"Produtos quimicos organicos outros compostos organo inorganicos Metilfosfonato de dimetila";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314200;;0;"Produtos quimicos organicos outros compostos organo inorganicos Propilfosfonato de dimetila";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314300;;0;"Produtos quimicos organicos outros compostos organo inorganicos etilfosfonato de dietila";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314400;;0;"Produtos quimicos organicos outros compostos organo inorganicos acido metilfosfonico";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314500;;0;"Produtos quimicos organicos outros compostos organo inorganicos Sal do acido metilfosfonico e de aminoiminometil ureia 1 1 ";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314600;;0;"Produtos quimicos organicos outros compostos organo inorganicos 2 4 6 Trioxido de 2 4 6 tripropil 1 3 5 2 4 6 trioxatrifosfinano";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314700;;0;"Produtos quimicos organicos outros compostos organo inorganicos Metilfosfonato de 5 etil 2 metil 2 oxido 1 3 2 dioxafosfinan 5 il metil metila";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314800;;0;"Produtos quimicos organicos outros compostos organo inorganicos 3 9 Dioxido de 3 9 dimetil 2 4 8 10 tetraoxa 3 9 difosfaspiro 5 5 undecano";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314911;;0;"Produtos quimicos organicos outros compostos organo inorganicos acido fosfonometiliminodiacetico acido aminotrimetilenofosfonico";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314912;;0;"Produtos quimicos organicos outros compostos organo inorganicos Difenilfosfonato 4 4 bis dimetoxifosfinil metil difenila ";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314913;;0;"Produtos quimicos organicos outros compostos organo inorganicos etidronato dissodico";13.45;20.96;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314914;;0;"Produtos quimicos organicos outros compostos organo inorganicos Glifosato e seu sal de monoisopropilamina";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314915;;0;"Produtos quimicos organicos outros compostos organo inorganicos Glufosinato de amonio";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314916;;0;"Produtos quimicos organicos outros compostos organo inorganicos Hidrogenofosfonato de bis 2 etilexilo ";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314920;;0;"Produtos quimicos organicos outros compostos organo inorganicos Hidrogenio alquil de c1 a c3 fosfonitos de o 2 dialquil de c1 a c3 amino etila seus esteres de o alquila de ate c10 incluindo os cicloalquila sais alquilados ou protonados destes produtos";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314930;;0;"Produtos quimicos organicos outros compostos organo inorganicos outros compostos que contenham um atomo de fosforo ligado a um grupo alquila de c1 a c3 sem outros atomos de carbono";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314940;;0;"Produtos quimicos organicos outros compostos organo inorganicos n n Dialquil de c1 a c3 fosforoamidocianidatos de o alquila de ate c10 incluindo os cicloalquila ";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29314990;;0;"Produtos quimicos organicos outros compostos organo inorganicos outros";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315100;;0;"Produtos quimicos organicos outros compostos organo inorganicos Dicloreto metilfosfonico";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315200;;0;"Produtos quimicos organicos outros compostos organo inorganicos Dicloreto propilfosfonico";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315300;;0;"Produtos quimicos organicos outros compostos organo inorganicos Metilfosfonotionato de o 3 cloropropil o 4 nitro 3 trifluorometil fenila ";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315400;;0;"Produtos quimicos organicos outros compostos organo inorganicos Triclorfom iSo ";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315911;;0;"Produtos quimicos organicos outros compostos organo inorganicos acido clodronico e seu sal dissodico";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315912;;0;"Produtos quimicos organicos outros compostos organo inorganicos etefon";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315913;;0;"Produtos quimicos organicos outros compostos organo inorganicos Fotemustina";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315991;;0;"Produtos quimicos organicos outros compostos organo inorganicos alquil de c1 a c3 fosfonofluoridatos de o alquila de ate c10 incluindo os cicloalquila ";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315992;;0;"Produtos quimicos organicos outros compostos organo inorganicos Metilfosfonocloridato de o isopropila";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315993;;0;"Produtos quimicos organicos outros compostos organo inorganicos Metilfosfonocloridato de o pinacolila";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315994;;0;"Produtos quimicos organicos outros compostos organo inorganicos Difluoreto de alquilfosfonila com grupo alquila de c1 a c3";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29315999;;0;"Produtos quimicos organicos outros compostos organo inorganicos outros";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319021;;0;"Bis(trimetilsilil)ureia";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319029;;0;"Outros compostos organossilicicos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319041;;0;"Acetato de trifenilestanho";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319042;;0;"Tetraoctilestanho";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319043;;0;"Ciexatim";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319044;;0;"Hidroxido de trifenilestanho";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319045;;0;"Oxido de fembutatin (oxido de fenbutatin)";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319046;;0;"Sais de dimetil-estanho,etc.do acido carboxil/tioglicol";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319049;;0;"Outros compostos organo-metalicos do estanho";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319051;;0;"Acido metilarsinico e seus sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319052;;0;"2-clorovinil-dicloroarsina";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319053;;0;"Bis (2-clorovinil) cloroarsina";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319054;;0;"Tris (2-clorovinil) arsina";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319059;;0;"Outros compostos organo-arseniais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319061;;0;"Tricloreto de etilaluminio (sesquicloreto etilaluminico";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319062;;0;"Cloreto de dietilaluminio";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319069;;0;"Outros compostos organo-aluminicos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29319090;;0;"Outros compostos organo-inorganicos";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29321100;;0;"Tetraidrofurano";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29321200;;0;"2-furaldeido (furfural)";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29321310;;0;"Alcool furfurilico";13.45;20.25;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29321320;;0;"Alcool tetraidrofurfurilico";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29321400;;0;"Sucralose";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29321910;;0;"Ranitidina e seus sais";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29321920;;0;"Nafronil";13.45;15.45;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
29321930;;0;"Nitrovin";13.45;20.96;3.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
